pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,sy_snum,sy_pnum
"HD 2039 b","HD 2039","Radial Velocity",2002,1999.15070000,12.70000000,1120.00000000000,2.2000000000,0.710000,210.84,5945.00,1.190000,1.230000,1,1
"HAT-P-8 b","HAT-P-8","Transit",2008,406.82240000,15.69260000,3.07634000000,0.0449600000,0.000000,1713.00,6200.00,1.570000,1.270000,3,1
"K2-43 b","K2-43","Transit",2016,18.50000000,4.51000000,3.47114900000,0.0378400000,0.070000,939.30,3840.60,0.542000,0.571000,1,2
"Kepler-1753 b","Kepler-1753","Transit",2021,5.59000000,2.22678077,16.00460052000,0.1179000000,0.000000,583.00,5180.00,0.769000,0.860000,1,1
"Kepler-1176 b","Kepler-1176","Transit",2016,6.57000000,2.45000000,24.17385790000,0.1589000000,0.000000,595.00,5844.00,1.020000,1.010000,1,1
"K2-126 b","K2-126","Transit",2017,4.54000000,1.97000000,7.38565500000,0.0656000000,0.060000,601.00,4339.00,0.650000,0.690000,1,1
"Kepler-1263 b","Kepler-1263","Transit",2016,1.55000000,1.14000000,4.55139967000,0.0499000000,0.000000,907.00,5213.00,0.800000,0.840000,1,1
"Kepler-1416 b","Kepler-1416","Transit",2016,0.61500000,0.88000000,1.49514952000,0.0257000000,0.000000,1870.00,6019.00,1.150000,1.090000,1,1
"Kepler-1542 c","Kepler-1542","Transit",2016,0.20800000,0.65000000,2.89223021000,0.0387000000,0.000000,1287.00,5564.00,0.990000,0.940000,1,4
"K2-85 b","K2-85","Transit",2016,3.20000000,1.40000000,0.68453862616,0.0130000000,0.240000,1355.00,4232.00,0.710000,0.700000,1,1
"Kepler-368 c","Kepler-368","Transit",2014,14.30000000,3.88000000,72.37933400000,0.3600000000,0.000000,575.00,5502.00,2.019000,1.165000,1,2
"K2-123 b","K2-123","Transit",2017,8.05000000,2.76000000,30.95152400000,0.1649000000,0.060000,338.00,4035.00,0.590000,0.620000,1,1
"Kepler-770 b","Kepler-770","Transit",2016,5.90000000,2.30000000,18.92540274000,0.1694000000,0.000000,1171.00,5598.00,0.920000,0.940000,1,3
"Kepler-1399 b","Kepler-1399","Transit",2016,2.10000000,1.25000000,1.63865305800,0.0276000000,0.000000,1610.00,5735.00,0.960000,0.970000,1,1
"K2-107 b","K2-107","Transit",2017,266.97720000,15.98000000,3.31395900000,0.0475000000,0.000000,1649.00,6061.00,1.810000,1.300000,1,1
"K2-45 b","K2-45","Transit",2016,36.40000000,6.71000000,1.72926840000,0.0224000000,0.100000,1073.56,4103.00,0.445000,0.503000,1,1
"K2-365 b","K2-365","Transit",2022,8.78000000,2.90600000,23.44817200000,,,,5561.00,1.051000,0.823000,1,1
"K2-127 b","K2-127","Transit",2017,52.90000000,8.37000000,3.58816300000,0.0411000000,0.120000,809.00,4575.00,0.660000,0.720000,1,1
"K2-195 b","K2-195","Transit",2018,9.96000000,3.13000000,15.85297500000,0.1208000000,,720.00,5713.00,0.990000,0.940000,1,2
"K2-80 c","K2-80","Transit",2016,2.76000000,1.47000000,5.60500000000,0.0596000000,,1002.42,5441.00,0.870000,0.900000,1,3
"K2-229 c","K2-229","Transit",2018,7.00000000,2.03000000,8.32727000000,0.0769000000,0.000000,750.00,5315.00,0.790000,0.870000,1,2
"HAT-P-3 b","HAT-P-3","Transit",2007,206.58950000,10.53646000,2.89970000000,0.0386600000,0.000000,1189.00,5185.00,0.870000,1.060000,2,1
"WASP-32 b","WASP-32","Transit",2010,835.89290000,10.76064000,2.71866000000,0.0394000000,0.000000,1388.00,6140.00,0.950000,0.720000,1,1
"WASP-24 b","WASP-24","Transit",2010,394.10920000,15.46842000,2.34121000000,0.0365100000,0.000000,1772.00,6075.00,1.420000,1.430000,3,1
"Kepler-65 c","Kepler-65","Transit",2012,5.40000000,2.58000000,5.85994400000,0.0680000000,0.020000,1246.00,6211.00,1.410000,1.250000,1,4
"TrES-2 b","TrES-2","Transit",2006,473.56670000,15.24424000,2.47063000000,0.0356800000,0.000000,1466.00,5850.00,1.120000,1.360000,2,1
"Kepler-939 b","Kepler-939","Transit",2016,3.71000000,1.75000000,14.87829600000,0.1153000000,0.000000,692.00,5471.00,0.850000,0.880000,1,1
"Kepler-1028 b","Kepler-1028","Transit",2016,2.33000000,1.33000000,2.51462432000,0.0354000000,0.000000,1217.00,5522.00,0.870000,0.900000,1,1
"HAT-P-67 b","HAT-P-67","Transit",2017,143.02278315,23.98721870,4.81010690000,0.0650500000,0.000000,1903.00,6640.00,2.620000,1.730000,2,1
"Kepler-1101 b","Kepler-1101","Transit",2016,6.66000000,2.47000000,81.31510590000,0.3483000000,0.000000,393.00,5614.00,0.910000,0.940000,1,1
"Kepler-1388 b","Kepler-1388","Transit",2016,7.22000000,2.59000000,12.28546030000,0.0882000000,0.000000,434.00,4098.00,0.610000,0.630000,1,4
"Kepler-768 b","Kepler-768","Transit",2016,3.86000000,1.79000000,11.39100250000,0.0920000000,0.000000,618.00,5108.00,0.780000,0.820000,1,1
"Kepler-796 b","Kepler-796","Transit",2016,2.24000000,1.30000000,6.40087618000,0.0731700000,0.000000,1109.00,5475.00,1.090000,0.930000,1,1
"Kepler-110 b","Kepler-110","Transit",2014,4.01000000,1.83000000,12.69111200000,0.1070000000,0.000000,1008.00,5960.00,1.149000,0.989000,1,2
"Kepler-1042 b","Kepler-1042","Transit",2016,5.43000000,2.19000000,10.13202575000,0.0756000000,0.000000,574.00,4815.00,0.720000,0.750000,1,1
"Kepler-334 c","Kepler-334","Transit",2014,2.63000000,1.43000000,12.75800500000,0.1070000000,0.000000,822.00,5828.00,1.068000,1.022000,1,3
"Kepler-937 b","Kepler-937","Transit",2016,13.40000000,3.72000000,67.66882700000,0.3214000000,0.000000,495.00,6095.00,1.220000,1.150000,1,2
"Kepler-1117 b","Kepler-1117","Transit",2016,1.41000000,1.11000000,4.79028459000,0.0548500000,0.000000,938.00,5612.00,0.930000,0.950000,1,1
"Kepler-1789 b","Kepler-1789","Transit",2021,8.40000000,2.83137505,80.23190308000,0.3543000000,0.000000,380.00,5436.00,0.888000,0.920000,1,1
"Kepler-1831 b","Kepler-1831","Transit",2021,4.54000000,1.97019818,5.78387022000,0.0655000000,0.000000,1051.00,6063.00,1.012000,1.117000,1,1
"Kepler-1245 b","Kepler-1245","Transit",2016,2.67000000,1.44000000,4.35409304000,0.0484000000,0.000000,1043.00,5306.00,0.830000,0.860000,1,2
"Kepler-114 b","Kepler-114","Transit",2014,1.09000000,1.26000000,5.18854900000,0.0530000000,0.000000,586.00,4605.00,0.667000,0.770000,1,3
"Kepler-1105 b","Kepler-1105","Transit",2016,4.70000000,2.01000000,4.42157218200,0.0471000000,0.000000,729.00,4299.00,0.680000,0.710000,1,1
"Kepler-187 b","Kepler-187","Transit",2014,2.57000000,1.41000000,4.93886400000,0.0590000000,0.000000,1244.00,6105.00,1.287000,1.081000,1,2
"Kepler-1379 b","Kepler-1379","Transit",2016,2.24000000,1.30000000,0.88184114600,0.0171000000,0.000000,1564.00,5188.00,0.790000,0.830000,1,1
"Kepler-304 c","Kepler-304","Transit",2014,5.35000000,2.17000000,5.31594600000,0.0540000000,0.000000,746.00,4731.00,0.687000,0.737000,1,4
"Kepler-1291 b","Kepler-1291","Transit",2016,3.39000000,1.66000000,8.63043276000,0.0779000000,0.000000,739.00,5216.00,0.800000,0.840000,1,1
"Kepler-304 e","Kepler-304","Transit",2016,1.87000000,1.20000000,1.49914695300,0.0231700000,0.000000,1137.00,4817.00,0.730000,0.800000,1,4
"Kepler-461 b","Kepler-461","Transit",2016,7.18000000,2.58000000,8.31378305900,0.0789500000,0.000000,886.00,5634.00,0.910000,0.980000,1,1
"Kepler-1894 b","Kepler-1894","Transit",2021,1.87000000,1.20117759,2.76266002700,0.0385000000,0.000000,1231.00,5772.00,0.901000,0.999000,1,2
"Kepler-576 b","Kepler-576","Transit",2016,10.70000000,3.27000000,29.91136794000,0.1790000000,0.000000,541.00,5672.00,0.970000,0.990000,1,1
"Kepler-1893 b","Kepler-1893","Transit",2021,3.55000000,1.70557445,4.17936992600,0.0504000000,0.000000,1194.00,5633.00,1.162000,0.973000,1,1
"Kepler-1601 b","Kepler-1601","Transit",2016,0.47700000,0.82000000,2.20921951000,0.0328100000,0.000000,1507.00,5869.00,1.070000,1.040000,1,1
"Kepler-1922 b","Kepler-1922","Transit",2021,5.86000000,2.29064904,13.22259998000,0.1077000000,0.000000,740.00,5931.00,0.863000,0.953000,1,1
"HD 80653 b","HD 80653","Transit",2020,5.61000000,1.62100000,0.71957926000,0.0165700000,0.000000,2438.00,5959.00,1.199000,1.150000,1,2
"Kepler-1542 d","Kepler-1542","Transit",2016,0.59000000,0.87000000,5.99273738000,0.0629000000,0.000000,1010.00,5564.00,0.990000,0.940000,1,4
"Kepler-666 b","Kepler-666","Transit",2016,6.35000000,2.40000000,4.49876092000,0.0542000000,0.000000,1133.00,5887.00,1.050000,1.030000,1,1
"Kepler-211 c","Kepler-211","Transit",2014,18.30000000,1.29000000,6.04045000000,0.0620000000,0.000000,841.00,5123.00,0.816000,0.867000,1,2
"Kepler-203 c","Kepler-203","Transit",2014,749.90000000,2.47000000,5.37064700000,0.0610000000,0.000000,1096.00,5821.00,1.114000,1.060000,1,3
"GJ 674 b","GJ 674","Radial Velocity",2007,11.09000000,3.33000000,4.69380000000,0.0390000000,0.200000,530.80,3600.00,0.364630,0.350000,1,1
"OGLE-TR-182 b","OGLE-TR-182","Transit",2007,320.99500000,12.66600000,3.97910000000,0.0510000000,0.000000,1550.00,5924.00,1.140000,1.140000,1,1
"HD 69830 c","HD 69830","Radial Velocity",2006,11.80000000,3.46000000,31.56000000000,0.1860000000,0.130000,567.04,5385.00,0.886947,0.860000,1,3
"GJ 3021 b","GJ 3021","Radial Velocity",2000,1071.04000000,13.10000000,133.71000000000,0.4900000000,0.511000,350.00,5540.00,0.900000,0.900000,2,1
"HD 221287 b","HD 221287","Radial Velocity",2007,982.05000000,13.10000000,456.10000000000,1.2500000000,0.080000,290.13,6304.00,1.138640,1.250000,1,1
"HD 47536 b","HD 47536","Radial Velocity",2002,2330.00000000,12.60000000,712.13000000000,1.9300000000,0.200000,736.52,4380.00,23.470000,2.100000,1,1
"HD 107148 b","HD 107148","Radial Velocity",2005,66.74100000,9.60000000,48.05600000000,0.2690000000,0.050000,582.78,5797.00,1.169193,1.120000,2,2
"HD 179949 b","HD 179949","Radial Velocity",2000,291.12000000,13.90000000,3.09251400000,0.0443000000,0.022000,1590.53,6168.00,1.266865,1.210000,1,1
"HD 188015 b","HD 188015","Radial Velocity",2004,476.72000000,13.60000000,461.20000000000,1.2030000000,0.137000,267.98,5746.00,1.125296,1.090000,2,1
"HD 27442 b","HD 27442","Radial Velocity",2000,495.80000000,13.50000000,428.10000000000,1.2710000000,0.060000,369.62,4846.00,3.180000,1.230000,2,1
"HD 46375 b","HD 46375","Radial Velocity",2000,71.80000000,10.00000000,3.02357300000,0.0398000000,0.063000,1221.40,5285.00,0.914196,0.920000,2,1
"HAT-P-2 b","HAT-P-2","Transit",2007,2866.81223114,10.65975900,5.63351580000,0.0681400000,0.517200,1540.00,6380.00,1.390000,1.330000,1,2
"HD 109749 b","HD 109749","Radial Velocity",2005,85.81410000,11.10000000,5.23989100000,0.0615000000,0.000000,1250.83,5824.00,1.220000,1.130000,2,1
"HD 149143 b","HD 149143","Radial Velocity",2005,422.71390000,13.60000000,4.07182000000,0.0530000000,0.016700,1471.90,5856.00,1.440000,1.200000,1,1
"HD 224693 b","HD 224693","Radial Velocity",2006,222.48100000,14.00000000,26.69040000000,0.1910000000,0.104000,903.45,5894.00,1.930000,1.310000,1,1
"HD 231701 b","HD 231701","Radial Velocity",2007,359.14790000,13.70000000,141.63000000000,0.5670000000,0.130000,483.27,6101.00,1.530000,1.210000,1,1
"HIP 14810 b","HIP 14810","Radial Velocity",2005,1239.53700000,13.00000000,6.67389200000,0.0696000000,0.143990,1048.20,5544.00,1.070000,1.010000,1,3
"HIP 14810 d","HIP 14810","Radial Velocity",2009,187.51970000,14.10000000,981.80000000000,1.9400000000,0.185000,198.54,5544.00,1.070000,1.010000,1,3
"HD 207832 b","HD 207832","Radial Velocity",2012,177.98480000,14.20000000,160.07000000000,0.5860000000,0.197000,340.28,5726.00,0.890000,1.050000,3,2
"HD 37605 c","HD 37605","Radial Velocity",2012,1013.87770000,13.10000000,2720.00000000000,3.7400000000,0.030000,126.75,5329.00,0.910000,0.940000,1,2
"HD 1605 c","HD 1605","Radial Velocity",2015,1150.54460000,13.00000000,2149.00000000000,3.5840000000,0.099000,233.88,4915.00,3.490000,1.330000,1,2
"HD 55696 b","HD 55696","Radial Velocity",2018,1357.12729789,12.90000000,1827.00000000000,3.1800000000,0.705000,200.43,6012.00,1.520000,1.290000,1,1
"HD 148164 c","HD 148164","Radial Velocity",2018,1640.00280000,12.80000000,5062.00000000000,6.1500000000,0.125000,135.77,6032.00,1.340000,1.210000,1,2
"HD 211810 b","HD 211810","Radial Velocity",2018,212.94610000,14.00000000,1558.00000000000,2.6560000000,0.680000,177.77,5652.00,1.130000,1.030000,1,1
"HD 221416 b","HD 221416","Transit",2019,60.50000000,9.17000000,14.27670000000,0.1228000000,0.115000,1314.67,5080.00,2.943000,1.212000,1,1
"Kepler-595 c","Kepler-595","Transit",2020,3.30000000,1.00900000,12.38602000000,0.0983000000,0.000000,679.00,5138.50,0.821000,0.930000,1,2
"Kepler-595 b","Kepler-595","Transit",2016,17.40000000,3.70800000,25.30290920000,0.1582000000,0.000000,535.00,5138.50,0.821000,0.930000,1,2
"PSR B1257+12 b","PSR B1257+12","Pulsar Timing",1994,0.02000000,0.33800000,25.26200000000,0.1900000000,0.000000,,,,1.400000,1,3
"PSR B1257+12 c","PSR B1257+12","Pulsar Timing",1992,4.30000000,1.91000000,66.54190000000,0.3600000000,0.018600,,,,1.400000,1,3
"OGLE-TR-211 b","OGLE-TR-211","Transit",2007,327.35100000,15.24400000,3.67724000000,0.0510000000,0.000000,1686.00,6325.00,1.640000,1.330000,1,1
"Lupus-TR-3 b","Lupus-TR-3","Transit",2007,257.43100000,9.97600000,3.91405000000,0.0464000000,0.000000,1013.56,5000.00,0.820000,0.870000,1,1
"2MASS J04414489+2301513 b","2MASS J04414489+2301513","Imaging",2010,2383.60000000,12.60000000,,15.0000000000,,17.60,2936.00,0.231916,0.019000,1,1
"WASP-21 b","WASP-21","Transit",2010,95.34500000,11.99000000,4.32248200000,0.0520000000,0.000000,1333.00,5800.00,1.060000,1.010000,1,1
"CoRoT-10 b","CoRoT-10","Transit",2010,874.00000000,10.87000000,13.24060000000,0.1055000000,0.530000,600.00,5075.00,0.790000,0.890000,1,1
"CoRoT-12 b","CoRoT-12","Transit",2010,291.43800000,16.14000000,2.82804200000,0.0401600000,0.070000,1442.00,5675.00,1.116000,1.078000,1,1
"CoRoT-13 b","CoRoT-13","Transit",2010,415.70400000,9.92000000,4.03519000000,0.0510000000,0.000000,1700.00,5945.00,1.010000,1.090000,1,1
"HD 285968 b","HD 285968","Radial Velocity",2008,8.40000000,2.83000000,8.78360000000,0.0660000000,0.000000,450.00,3703.49,0.478214,0.500000,1,1
"HD 205739 b","HD 205739","Radial Velocity",2008,435.41000000,13.60000000,279.80000000000,0.8960000000,0.270000,362.84,6176.00,1.330000,1.220000,1,1
"CoRoT-3 b","CoRoT-3","Transit",2008,6883.91000000,11.32000000,4.25680000000,0.0578300000,0.000000,1695.00,6740.00,1.560000,1.370000,1,1
"HD 16417 b","HD 16417","Radial Velocity",2008,22.10000000,5.00000000,17.24000000000,0.1400000000,0.200000,964.00,5841.00,1.639984,1.200000,2,1
"AB Pic b","AB Pic","Imaging",2005,4290.50000000,12.30000000,,260.0000000000,,15.80,5285.00,0.999394,0.900000,1,1
"CT Cha b","CT Cha","Imaging",2007,5403.00000000,24.66000000,,440.0000000000,,2600.00,4403.00,1.679694,,1,1
"HD 9446 b","HD 9446","Radial Velocity",2009,222.47200000,14.00000000,30.05200000000,0.1890000000,0.200000,642.55,5793.00,1.000000,1.000000,1,2
"Kepler-4 b","Kepler-4","Transit",2009,24.47200000,4.00200000,3.21346000000,0.0456000000,0.000000,1650.00,5857.00,1.487000,1.223000,1,1
"GJ 876 c","GJ 876","Radial Velocity",2000,226.98460000,14.00000000,30.08810000000,0.1295900000,0.255910,241.66,3293.74,0.300000,0.320000,1,4
"HIP 79431 b","HIP 79431","Radial Velocity",2009,667.41500000,13.40000000,111.70000000000,0.3600000000,0.290000,177.42,3191.00,0.478625,0.490000,1,1
"TOI-907.01","TOI-907","Transit",2024,67.00000000,9.61588510,4.58491290000,0.0552254810,,1846.60,6272.00,2.059789,1.069357,1,1
"WASP-31 b","WASP-31","Transit",2010,151.91600000,17.36300000,3.40590960000,0.0465900000,0.000000,1423.70,6302.00,1.252000,1.163000,1,1
"24 Sex b","24 Sex","Radial Velocity",2010,632.46000000,13.40000000,452.80000000000,1.3330000000,0.090000,471.32,5098.00,4.900000,1.540000,1,2
"WASP-37 b","WASP-37","Transit",2010,572.07000000,13.00200000,3.57746900000,0.0446000000,0.000000,1232.50,5800.00,1.003000,0.925000,1,1
"Kepler-9 d","Kepler-9","Transit",2010,8.41466053,1.64000000,1.59285100000,0.0273000000,0.000000,2026.00,5777.00,1.020000,1.070000,1,3
"HD 90156 b","HD 90156","Radial Velocity",2011,17.98000000,4.43000000,49.77000000000,0.2500000000,0.310000,518.01,5599.00,0.920286,0.840000,1,1
"HD 177830 c","HD 177830","Radial Velocity",2010,47.67250000,7.87000000,110.90000000000,0.5137000000,0.300000,538.95,4949.00,2.620000,1.470000,2,2
"ups And b","ups And","Radial Velocity",1996,218.53100000,14.00000000,4.61703300000,0.0592216600,0.021500,1523.73,6156.77,1.560000,1.300000,2,3
"ups And d","ups And","Radial Velocity",1999,3257.74117175,12.50000000,1276.46000000000,2.5132900000,0.298700,233.90,6156.77,1.560000,1.300000,2,3
"OGLE-2017-BLG-0373L b","OGLE-2017-BLG-0373L","Microlensing",2018,127.00000000,14.00000000,,2.4240000000,,,,,0.248000,1,1
"Kepler-1737 b","Kepler-1737","Transit",2021,25.10000000,5.39500000,64.61750031000,0.2970000000,0.000000,383.00,5043.00,0.881000,0.834000,1,1
"K2-269 b","K2-269","Transit",2018,3.09000000,1.57000000,4.14496500000,0.0531000000,,1429.00,6209.00,1.450000,1.160000,1,1
"TOI-1249 b","TOI-1249","Transit",2024,11.90000000,3.27103010,13.07915100000,0.1090000000,0.000000,726.89,5497.00,0.978500,1.006200,1,1
"Kepler-106 d","Kepler-106","Transit",2014,8.10000000,0.95000000,23.98020000000,0.1606300000,0.000000,649.00,5858.00,1.040000,1.000000,1,4
"Kepler-1031 b","Kepler-1031","Transit",2016,0.59000000,0.87000000,1.22621732000,0.0218000000,0.000000,2024.00,6011.00,1.120000,1.090000,1,1
"CD-35 2722 B b","CD-35 2722 B","Radial Velocity",2026,292.40213444,13.90000000,171.11000000000,0.2000000000,0.270000,77.39,1800.00,0.159000,0.035000,2,1
"Kepler-948 b","Kepler-948","Transit",2016,4.08000000,1.85000000,7.76846622000,0.0749000000,0.000000,841.00,5679.00,0.940000,0.960000,1,1
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L","Microlensing",2022,181.16219199,14.10000000,,3.4900000000,,,,,0.520000,1,1
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L","Microlensing",2019,570.00000000,13.50000000,,1.8000000000,,,,,0.180000,1,2
"WASP-61 b","WASP-61","Transit",2012,851.78440000,15.80469000,3.85590000000,0.0521000000,0.000000,1624.40,6250.00,1.550000,1.820000,1,1
"KMT-2022-BLG-0303L b","KMT-2022-BLG-0303L","Microlensing",2024,163.04597279,14.20000000,,4.8100000000,,,,,0.368000,1,1
"OGLE-2019-BLG-0954L b","OGLE-2019-BLG-0954L","Microlensing",2021,4513.16337940,12.30000000,,2.6500000000,,,,,0.800000,1,1
"WASP-123 b","WASP-123","Transit",2016,285.72917000,15.13212395,2.97764359000,0.0426300000,0.000000,1500.00,5740.00,1.285000,1.166000,2,1
"Kepler-1882 b","Kepler-1882","Transit",2021,2.81000000,1.48674404,13.78730011000,0.1163600000,0.000000,894.00,5691.00,1.458000,1.068000,1,1
"KOI-984 b","KOI-984","Transit",2022,17.10000000,4.30000000,4.28817850000,0.0504000000,0.120000,1022.00,5295.00,0.818000,0.928000,1,2
"Kepler-1573 b","Kepler-1573","Transit",2016,1.87000000,1.20000000,2.61575540000,0.0364000000,0.000000,1379.00,5808.00,1.000000,1.010000,1,1
"Kepler-802 b","Kepler-802","Transit",2016,12.30000000,3.54000000,40.05874730000,0.2265000000,0.000000,489.00,5507.00,0.900000,0.930000,1,1
"KMT-2023-BLG-1454L b","KMT-2023-BLG-1454L","Microlensing",2024,200.23189641,14.10000000,,1.1800000000,,,,,0.170000,1,1
"Kepler-1440 b","Kepler-1440","Transit",2016,2.13000000,1.26000000,39.85948400000,0.2343100000,0.000000,597.00,5698.00,0.960000,0.980000,1,1
"WASP-130 b","WASP-130","Transit",2016,390.93090000,9.97601000,11.55098000000,0.1012000000,0.000000,833.00,5625.00,0.960000,1.040000,1,1
"OGLE-2017-BLG-1049L b","OGLE-2017-BLG-1049L","Microlensing",2020,1760.00000000,12.80000000,,3.9200000000,,,,,0.550000,1,1
"Kepler-949 b","Kepler-949","Transit",2016,8.80000000,2.91000000,8.68930729600,0.0773900000,0.000000,782.00,5403.00,0.860000,0.890000,1,2
"Kepler-1964 b","Kepler-1964","Transit",2021,3.83000000,1.78105870,2.44082999200,0.0322000000,0.000000,986.00,4803.00,0.698000,0.752000,1,1
"KMT-2023-BLG-1592L b","KMT-2023-BLG-1592L","Microlensing",2026,184.34047606,14.10000000,,3.9000000000,,,,,0.550000,1,1
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L","Microlensing",2022,1036.12060682,13.10000000,,2.1800000000,,,,,0.420000,1,1
"KMT-2017-BLG-1057L b","KMT-2017-BLG-1057L","Microlensing",2024,23.50000000,5.19000000,,2.3600000000,,,,,0.570000,1,1
"KMT-2025-BLG-1616L b","KMT-2025-BLG-1616L","Microlensing",2026,42.32000000,7.34000000,,1.6000000000,,,,,0.260000,1,1
"Wolf 327 b","Wolf 327","Transit",2024,2.53000000,1.24000000,0.57347450000,0.0100000000,0.000000,996.00,3542.00,0.406000,0.405000,1,1
"Kepler-62 f","Kepler-62","Transit",2013,35.00000000,1.41000000,267.29100000000,0.7180000000,0.000000,208.00,4925.00,0.640000,0.690000,1,5
"KMT-2023-BLG-1743L b","KMT-2023-BLG-1743L","Microlensing",2024,6356.56814000,12.10000000,,1.1600000000,,,,,0.110000,1,1
"TOI-5789 c","TOI-5789","Transit",2026,5.00000000,2.86000000,12.92774800000,0.1009000000,0.067000,718.00,5185.00,0.833000,0.821000,1,4
"MOA-2019-BLG-008L b","MOA-2019-BLG-008L","Microlensing",2022,5720.91132600,12.20000000,,,,,,,0.900000,1,1
"OGLE-2016-BLG-1598L b","OGLE-2016-BLG-1598L","Microlensing",2024,120.77479466,13.60000000,,2.5000000000,,,,,0.550000,1,1
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L","Microlensing",2024,1875.18760130,12.80000000,,2.0900000000,,,,,0.630000,1,1
"HATS-44 b","HATS-44","Transit",2018,177.98480000,11.96000300,2.74390040000,0.0364900000,0.279000,1161.00,5080.00,0.847000,0.860000,1,1
"Kepler-132 b","Kepler-132","Transit",2014,1.92000000,1.21000000,6.17819600000,0.0670000000,0.000000,1082.00,6003.00,1.178000,0.929000,2,4
"KMT-2021-BLG-0192L b","KMT-2021-BLG-0192L","Microlensing",2022,34.96112477,6.56000000,,1.6200000000,,,,,0.270000,1,1
"Kepler-49 b","Kepler-49","Transit",2012,9.77000000,2.57900000,7.20000000000,0.0592900000,0.000000,509.00,4095.60,0.618000,0.607000,1,4
"KMT-2016-BLG-2364L b","KMT-2016-BLG-2364L","Microlensing",2020,1250.00000000,13.00000000,,2.6300000000,,,,,0.500000,1,1
"Kepler-218 c","Kepler-218","Transit",2014,10.00000000,3.14000000,44.69957600000,0.2480000000,0.000000,500.00,5502.00,1.063000,1.019000,1,3
"GJ 328 c","GJ 328","Radial Velocity",2023,21.40000000,4.91000000,241.80000000000,0.6570000000,,184.01,3897.00,0.630000,0.650000,1,2
"K2-212 b","K2-212","Transit",2018,7.51000000,2.65000000,9.79564700000,0.0785000000,,542.00,4349.00,0.678000,0.622000,1,1
"KMT-2022-BLG-1818L c","KMT-2022-BLG-1818L","Microlensing",2026,114.41822652,13.20000000,,12.6000000000,,,,,0.790000,1,2
"Qatar-8 b","Qatar-8","Transit",2019,117.91493000,14.40356500,3.71495000000,0.0474000000,0.000000,1457.00,5738.00,1.315000,1.029000,1,1
"KMT-2018-BLG-0885L b","KMT-2018-BLG-0885L","Microlensing",2023,9217.02380300,11.90000000,,1.0700000000,,,,,0.290000,1,1
"KMT-2016-BLG-2321L b","KMT-2016-BLG-2321L","Microlensing",2024,301.93698665,13.80000000,,3.5800000000,,,,,0.730000,1,1
"Kepler-74 b","Kepler-74","Transit",2013,200.22000000,10.76000000,7.34071100000,0.0781000000,0.000000,1078.00,6000.00,1.120000,1.180000,1,1
"OGLE-2017-BLG-0482L b","OGLE-2017-BLG-0482L","Microlensing",2018,9.00000000,2.95000000,,1.8000000000,,,,,0.200000,1,1
"PSR B0329+54 b","PSR B0329+54","Pulsar Timing",2017,1.97000000,1.22000000,10140.00000000000,10.2600000000,0.236000,,,,1.440000,1,1
"K2-140 b","K2-140","Transit",2017,295.58041851,13.56286665,6.56918800000,0.0680000000,0.000000,962.00,5585.00,1.060000,0.960000,1,1
"HD 184010 c","HD 184010","Radial Velocity",2022,95.34852210,11.80000000,484.30000000000,1.3340000000,0.000000,457.53,4971.00,4.860000,1.350000,1,3
"EPIC 201595106 b","EPIC 201595106","Transit",2021,7.67000000,1.56500000,0.87724000000,0.0177000000,0.000000,2038.00,5679.00,0.980000,0.958000,1,2
"TOI-1203 e","TOI-1203","Radial Velocity",2025,42.10000000,7.31000000,204.59000000000,,0.152000,,5737.00,1.179000,0.886000,1,4
"Kepler-1503 b","Kepler-1503","Transit",2016,5.77000000,2.27000000,96.16987000000,0.3771000000,0.000000,321.00,5069.00,0.740000,0.770000,1,1
"Kepler-1781 b","Kepler-1781","Transit",2021,6.26000000,2.38091029,4.88752985000,0.0574000000,0.000000,1003.00,5568.00,0.957000,1.053000,1,1
"Kepler-57 c","Kepler-57","Transit",2012,6.86000000,2.19600000,11.60000000000,0.0958800000,0.072500,671.00,5187.90,0.826000,0.859000,1,2
"Kepler-1124 b","Kepler-1124","Transit",2016,2.18000000,1.28000000,2.85234897500,0.0305000000,0.000000,621.00,3658.00,0.340000,0.350000,1,1
"Kepler-1581 b","Kepler-1581","Transit",2016,0.43700000,0.80000000,6.28385491000,0.0686500000,0.000000,1108.00,6022.00,1.230000,1.120000,1,1
"K2-136 c","K2-136","Transit",2017,18.10000000,3.00000000,17.30723000000,0.1185000000,0.047000,470.00,4500.00,0.677000,0.742000,2,3
"HD 39091 b","HD 39091","Radial Velocity",2001,4481.38053870,12.30000000,2088.80000000000,3.2800000000,0.642000,172.74,5998.00,1.170000,1.070000,1,3
"LHS 1815 b","LHS 1815","Transit",2020,1.58000000,1.08800000,3.81433400000,0.0404000000,0.000000,617.00,3643.00,0.501000,0.502000,1,1
"Kepler-464 b","Kepler-464","Transit",2016,10.90000000,3.30000000,7.25696522400,0.0793100000,0.000000,1163.00,5933.00,1.590000,1.210000,1,1
